"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax","mflopswatt"
"239",2015-06-01,428,-4.332,239,453,289800,2250,128.8,"Derived",2013,"",30000,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States","Industry",0,6e+05,0,0,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",187,42,125,"","Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2013,"Industry",30000,0,289800,600000,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",289800,128.8
"269",2015-06-01,429,-4.333,269,445,266942,1910.1,139.7528925,"Derived",2011,"Zeus",25468,"Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2090","Cyfronet","Hewlett-Packard","Poland","Academic",3328,373889.6,0,0,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390/BL2x220","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","Eastern Europe","Europe",211,37,81,"Zeus","Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2090","Cyfronet","Hewlett-Packard","Poland",2011,"Academic",25468,3328,266942,373890,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390/BL2x220","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","Eastern Europe","Europe",266942,139.7528925
"245",2015-06-01,430,-4.336,245,451,286239.7,2218.5,129.0239802,"Derived",2013,"",29580,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","Logistic Services (E)","Hewlett-Packard","United States","Industry",0,591600,0,0,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",191,41,286,"","Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","Logistic Services (E)","Hewlett-Packard","United States",2013,"Industry",29580,0,286240,591600,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",286240,129.0239802
"213",2015-06-01,431,-4.338,213,466,317781.9,2759.4,115.1634051,"Derived",2013,"",36792,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","China","Industry",0,676973,0,0,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",166,42,109,"","Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","China",2013,"Industry",36792,0,317782,676973,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",317782,115.1634051
"413",2015-06-01,432,-4.341,413,398,189291,988.5,191.4931715,"Derived",2014,"",13180,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","IT Services Provider ","Hewlett-Packard","Russia","Industry",0,295232,0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Europe","Europe",337,44,337,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","IT Services Provider ","Hewlett-Packard","Russia",2014,"Industry",13180,0,189291,295232,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Europe","Europe",189291,191.4931715
"499",2015-06-01,433,-4.341,499,376,165138.6,752.4,219.4824561,"Derived",2014,"",13376,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.2GHz, 10G Ethernet","Banking (M)","Hewlett-Packard","United States","Industry",0,235417.6,0,0,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",421,43,341,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.2GHz, 10G Ethernet","Banking (M)","Hewlett-Packard","United States",2014,"Industry",13376,0,165139,235418,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",165139,219.4824561
"435",2015-06-01,434,-4.344,435,389,182484,927,196.8543689,"Derived",2013,"",16480,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet","Government","Hewlett-Packard","United States","Government",0,263680,0,0,"Cluster","Xeon E5-2650 8C 2GHz","Intel SandyBridge",2000,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",359,41,186,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet","Government","Hewlett-Packard","United States",2013,"Government",16480,0,182484,263680,0,0,NA,NA,"Cluster","Xeon E5-2650 8C 2GHz","Intel SandyBridge",2000,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",182484,196.8543689
"493",2015-06-01,435,-4.346,493,380,166912.51,780,213.9903974,"Derived",2015,"",10400,"Cluster Platform SL230s Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband QDR","Government","Hewlett-Packard","United States","Government",0,216320,0,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas",NA,45,493,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband QDR","Government","Hewlett-Packard","United States",2015,"Government",10400,0,166913,216320,0,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas",166913,213.9903974
"384",2015-06-01,436,-4.351,384,422,196700,1101.6,178.5584604,"Derived",2014,"",14688,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2695v2 12C 2.4GHz, 10G Ethernet","IT Services Provider ","Hewlett-Packard","United States","Industry",0,282009.6,0,0,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",309,43,467,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2695v2 12C 2.4GHz, 10G Ethernet","IT Services Provider ","Hewlett-Packard","United States",2014,"Industry",14688,0,196700,282010,0,0,NA,NA,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",196700,178.5584604
"477",2015-06-01,437,-4.351,477,383,168600,808.96,208.4157437,"Submission",2014,"",33792,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Electronics","IBM","China","Industry",0,702873.6,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",400,43,352,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Electronics","IBM","China",2014,"Industry",33792,0,168600,702874,0,0,809,208,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600,208.4157437
"433",2015-06-01,438,-4.357,433,406,183379,975,188.0810256,"Top500",2012,"Darwin",9728,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Cambridge University","Dell","United Kingdom","Academic",0,202342,1975952,300000,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Dell PowerEdge C6220","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe",357,39,93,"Darwin","Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Cambridge University","Dell","United Kingdom",2012,"Academic",9728,0,183379,202342,1975952,300000,975,188,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Dell PowerEdge C6220","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe",183379,188.0810256
"470",2015-06-01,439,-4.359,470,388,169029,833.4,202.8185745,"Derived",2014,"",11112,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, 10G Ethernet","Logistic Services (E)","Hewlett-Packard","United States","Industry",0,240019.2,0,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",393,44,393,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, 10G Ethernet","Logistic Services (E)","Hewlett-Packard","United States",2014,"Industry",11112,0,169029,240019,0,0,NA,NA,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",169029,202.8185745
"373",2015-06-01,440,-4.362,373,426,201940.5,1204.8,167.6132968,"Derived",2014,"",20080,"Cluster Platform SL210t, Intel Xeon E5-2670v2  10C 2.5GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","Malaysia","Industry",0,401600,0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL210t","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","South-eastern Asia","Asia",299,43,244,"","Cluster Platform SL210t, Intel Xeon E5-2670v2  10C 2.5GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","Malaysia",2014,"Industry",20080,0,201941,401600,0,0,NA,NA,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL210t","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","South-eastern Asia","Asia",201941,167.6132968
"242",2015-06-01,441,-4.364,242,465,289018.07,2484,116.35188,"Derived",2015,"",33120,"Cluster Platform DL360p Gen8, Xeon E5-2650Lv2 10C 1.7GHz, 10G Ethernet","Hosting Services","Hewlett-Packard","United States","Industry",0,450432,0,0,"Cluster","Xeon E5-2650Lv2 10C 1.7GHz","Intel IvyBridge",1700,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","North America","Americas",NA,45,242,"","Cluster Platform DL360p Gen8, Xeon E5-2650Lv2 10C 1.7GHz, 10G Ethernet","Hosting Services","Hewlett-Packard","United States",2015,"Industry",33120,0,289018,450432,0,0,NA,NA,"Cluster","Xeon E5-2650Lv2 10C 1.7GHz","Intel IvyBridge",1700,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","North America","Americas",289018,116.35188
"336",2015-06-01,442,-4.367,336,437,219838,1449.12,151.7044827,"Derived",2011,"RWTH Compute Cluster (RCC)",25448,"Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband","Universitaet Aachen/RWTH","Bull, Atos Group","Germany","Academic",0,270538,2145920,0,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Bullx B500 Cluster","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",272,37,32,"RWTH Compute Cluster (RCC)","Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband","Universitaet Aachen/RWTH","Bull, Atos Group","Germany",2011,"Academic",25448,0,219838,270538,2145920,0,NA,NA,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Bullx B500 Cluster","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",219838,151.7044827
"447",2015-06-01,443,-4.367,447,402,176622,934.5,189.0016051,"Derived",2014,"",12460,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,249200,0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",372,44,372,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2014,"Industry",12460,0,176622,249200,0,0,NA,NA,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",176622,189.0016051
"490",2015-06-01,444,-4.371,490,390,167640,854.4,196.2078652,"Derived",2014,"",11392,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,236953.6,0,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",413,44,413,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2014,"Industry",11392,0,167640,236954,0,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",167640,196.2078652
"295",2015-06-01,445,-4.372,295,446,243900,1814.4,134.4246032,"Derived",2011,"",24192,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband","Airbus","Hewlett-Packard","France","Industry",0,296110,0,0,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL260c G6","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Western Europe","Europe",237,37,29,"","HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband","Airbus","Hewlett-Packard","France",2011,"Industry",24192,0,243900,296110,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL260c G6","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Western Europe","Europe",243900,134.4246032
"457",2015-06-01,446,-4.372,457,405,173960,922.05,188.6665582,"Derived",2013,"",16392,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider (D)","Hewlett-Packard","United States","Industry",0,340954,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",382,41,198,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider (D)","Hewlett-Packard","United States",2013,"Industry",16392,0,173960,340954,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",173960,188.6665582
"436",2015-06-01,447,-4.374,436,420,180600,1000,180.6,"Submission",2008,"Magic Cube",30720,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008","Shanghai Supercomputer Center","Dawning","China","Research",0,233472,0,0,"Cluster","Opteron Quad Core 4C 1.9GHz","AMD x86_64",1900,"Windows HPC 2008","Windows","None",4,"Opteron Quad Core","Dawning 5000A","Dawning Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia",360,32,11,"Magic Cube","Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008","Shanghai Supercomputer Center","Dawning","China",2008,"Research",30720,0,180600,233472,0,0,NA,NA,"Cluster","Opteron Quad Core 4C 1.9GHz","AMD x86_64",1900,"Windows HPC 2008","Windows","None",4,"Opteron Quad Core","Dawning 5000A","Dawning Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia",180600,180.6
"464",2015-06-01,448,-4.377,464,403,170698,903.6,188.9088092,"Derived",2012,"",16064,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,334131,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",388,40,148,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16064,0,170698,334131,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",170698,188.9088092
"465",2015-06-01,449,-4.377,465,404,170698,903.6,188.9088092,"Derived",2012,"",16064,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,334131,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",389,40,147,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16064,0,170698,334131,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",170698,188.9088092
"154",2015-06-01,450,-4.379,154,491,426750.8,5674.8,75.20102911,"Derived",2013,"",75664,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States","Industry",0,1089562,0,0,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",116,42,72,"","Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",75664,0,426751,1089562,0,0,NA,NA,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",426751,75.20102911
